ID,Lat,Lon,SST,SSTd,hurMaxWind,hurMinPressure,hurRadius,Next Lat,Next Lon,Next hurMaxWind,Next hurMinPressure,Next hurRadius
AL082022 - 0920 06h,31.3,-45.9,300.91,0.0,25,1013,50,32.5,-45.8,30,1013,50
AL082022 - 0920 12h,32.5,-45.8,300.45,0.0,30,1013,50,34.0,-45.0,35,1009,30
AL082022 - 0920 18h,34.0,-45.0,292.15,-7.8,35,1009,30,35.5,-44.1,45,1004,30
AL082022 - 0921 00h,35.5,-44.1,299.2,0.3,45,1004,30,36.9,-43.1,55,999,25
AL082022 - 0921 06h,36.9,-43.1,298.9,0.1,55,999,25,37.9,-42.0,55,998,25
AL082022 - 0921 12h,37.9,-42.0,294.08,-4.1,55,998,25,38.6,-40.7,55,998,25
AL082022 - 0921 18h,38.6,-40.7,297.23,-1.7,55,998,25,39.4,-38.6,55,998,25
AL082022 - 0922 00h,39.4,-38.6,298.72,0.8,55,998,25,40.1,-36.5,55,998,25
AL082022 - 0922 06h,40.1,-36.5,294.06,-2.9,55,998,25,40.7,-34.8,55,996,20
AL082022 - 0922 12h,40.7,-34.8,288.67,-8.1,55,996,20,41.0,-33.1,55,994,20
AL082022 - 0922 18h,41.0,-33.1,289.54,-6.5,55,994,20,41.1,-31.5,55,995,20
AL082022 - 0923 00h,41.1,-31.5,288.43,-7.6,55,995,20,40.9,-30.1,55,995,20
AL082022 - 0923 06h,40.9,-30.1,283.56,-3.47,55,995,20,40.5,-29.2,55,995,20
AL082022 - 0923 12h,40.5,-29.2,283.27,12.3,55,995,20,39.8,-28.8,50,997,20
AL082022 - 0923 18h,39.8,-28.8,283.27,12.3,50,997,20,39.1,-29.2,45,999,20
AL082022 - 0924 00h,39.1,-29.2,290.65,-1.0,45,999,20,38.7,-29.7,45,1000,20
AL082022 - 0924 06h,38.7,-29.7,289.18,-0.6,45,1000,20,38.2,-30.4,40,1001,40
AL082022 - 0924 12h,38.2,-30.4,277.0,5.5,40,1001,40,38.0,-31.4,45,998,50
AL082022 - 0924 18h,38.0,-31.4,289.01,-8.1,45,998,50,38.4,-32.7,45,998,50
AL082022 - 0925 00h,38.4,-32.7,290.02,-7.3,45,998,50,38.9,-34.1,45,999,50
AL082022 - 0925 06h,38.9,-34.1,295.48,-1.4,45,999,50,39.4,-35.7,45,999,50
AL082022 - 0925 12h,39.4,-35.7,295.86,-0.7,45,999,50,39.2,-37.0,40,1000,50
AL082022 - 0925 18h,39.2,-37.0,291.91,-4.8,40,1000,50,38.8,-37.7,35,1007,50
AL082022 - 0926 00h,38.8,-37.7,296.34,-0.8,35,1007,50,38.5,-38.5,35,1010,50
AL082022 - 0926 06h,38.5,-38.5,297.46,-0.4,35,1010,50,38.4,-39.4,30,1011,50
AL082022 - 0926 12h,38.4,-39.4,296.59,-1.5,30,1011,50,38.2,-40.4,30,1012,50
AL082022 - 0926 18h,38.2,-40.4,294.94,-3.3,30,1012,50,38.0,-41.5,30,1012,50
AL082022 - 0927 00h,38.0,-41.5,298.95,0.2,30,1012,50,37.6,-42.8,30,1013,50
AL082022 - 0927 06h,37.6,-42.8,298.36,-0.8,30,1013,50,37.2,-44.2,25,1014,50
AL082022 - 0927 12h,37.2,-44.2,297.29,-1.5,25,1014,50,37.0,-45.9,25,1015,50
AL092022 - 0922 18h,12.3,-66.3,300.99,-1.3,30,1006,70,12.9,-67.2,30,1006,70
AL092022 - 0923 00h,12.9,-67.2,303.14,0.9,30,1006,70,13.7,-68.1,30,1006,60
AL092022 - 0923 06h,13.7,-68.1,301.2,-1.0,30,1006,60,14.2,-69.3,30,1006,60
AL092022 - 0923 12h,14.2,-69.3,286.4,9.6,30,1006,60,14.6,-70.6,30,1006,60
AL092022 - 0923 18h,14.6,-70.6,296.31,-6.2,30,1006,60,14.7,-71.7,35,1005,30
AL092022 - 0924 00h,14.7,-71.7,290.38,-11.9,35,1005,30,14.7,-72.9,35,1005,30
AL092022 - 0924 06h,14.7,-72.9,290.39,-12.0,35,1005,30,14.5,-74.4,40,1003,30
AL092022 - 0924 12h,14.5,-74.4,288.75,-6.5,40,1003,30,14.4,-75.8,40,1003,30
AL092022 - 0924 18h,14.4,-75.8,288.84,-6.8,40,1003,30,14.6,-77.2,40,1003,30
AL092022 - 0925 00h,14.6,-77.2,277.12,-5.93,40,1003,30,14.6,-78.3,40,1003,30
AL092022 - 0925 06h,14.6,-78.3,281.1,-7.1,40,1003,30,15.0,-79.4,40,1003,30
AL092022 - 0925 12h,15.0,-79.4,280.48,-7.0,40,1003,30,15.8,-80.1,40,1003,30
AL092022 - 0925 18h,15.8,-80.1,277.59,-7.0,40,1003,30,16.8,-80.9,50,991,30
AL092022 - 0926 00h,16.8,-80.9,281.67,4.7,50,991,30,17.7,-81.7,65,985,15
AL092022 - 0926 06h,17.7,-81.7,288.05,-7.1,65,985,15,18.7,-82.4,70,981,15
AL092022 - 0926 12h,18.7,-82.4,286.05,-7.1,70,981,15,19.7,-83.0,80,976,20
AL092022 - 0926 18h,19.7,-83.0,286.97,-7.1,80,976,20,20.8,-83.3,85,965,20
AL092022 - 0927 00h,20.8,-83.3,285.85,9.0,85,965,20,21.8,-83.6,100,956,15
AL102022 - 0923 06h,16.6,-19.4,291.13,-10.1,30,1005,60,17.4,-19.9,30,1004,50
AL102022 - 0923 12h,17.4,-19.9,290.59,-4.7,30,1004,50,18.1,-20.3,35,1003,40
AL102022 - 0923 18h,18.1,-20.3,285.51,11.0,35,1003,40,18.7,-20.7,35,1003,40
AL102022 - 0924 00h,18.7,-20.7,298.88,-1.2,35,1003,40,19.4,-20.9,35,1004,40
AL102022 - 0924 06h,19.4,-20.9,298.88,-1.2,35,1004,40,20.3,-20.9,30,1005,50
AL102022 - 0924 12h,20.3,-20.9,285.86,12.0,30,1005,50,21.4,-20.7,30,1006,60
AL102022 - 0924 18h,21.4,-20.7,294.49,-4.6,30,1006,60,22.4,-20.5,30,1006,70
AL102022 - 0925 00h,22.4,-20.5,295.38,-3.3,30,1006,70,23.1,-20.3,25,1007,80
AL102022 - 0925 06h,23.1,-20.3,296.22,-2.1,25,1007,80,23.7,-20.1,25,1007,80
AL102022 - 0925 12h,23.7,-20.1,295.68,-2.4,25,1007,80,24.1,-19.8,25,1008,90
AL102022 - 0925 18h,24.1,-19.8,295.68,-2.4,25,1008,90,24.6,-19.4,25,1008,100
AL112022 - 0926 18h,13.8,-35.8,295.94,-5.6,25,1009,60,13.6,-35.4,25,1009,60
AL112022 - 0927 00h,13.6,-35.4,296.27,-4.8,25,1009,60,13.6,-35.0,25,1009,60
AL112022 - 0927 06h,13.6,-35.0,296.27,-4.8,25,1009,60,13.8,-34.7,25,1009,60
AL112022 - 0927 12h,13.8,-34.7,296.27,-4.8,25,1009,60,14.1,-34.5,25,1009,60
AL112022 - 0927 18h,14.1,-34.5,297.35,-5.5,25,1009,60,14.5,-34.3,30,1008,60
AL112022 - 0928 00h,14.5,-34.3,301.3,0.1,30,1008,60,15.1,-34.2,30,1008,60
AL112022 - 0928 06h,15.1,-34.2,301.19,0.0,30,1008,60,15.7,-34.3,25,1009,60
AL112022 - 0928 12h,15.7,-34.3,293.81,-6.8,25,1009,60,16.2,-34.7,25,1009,60
AL112022 - 0928 18h,16.2,-34.7,288.07,-12.7,25,1009,60,16.7,-35.2,25,1009,60
AL112022 - 0929 00h,16.7,-35.2,299.94,-0.8,25,1009,60,17.5,-36.0,25,1009,60
AL112022 - 0929 06h,17.5,-36.0,300.37,0.0,25,1009,60,18.3,-36.9,25,1009,80
AL122022 - 1004 12h,13.6,-29.5,285.19,-5.2,30,1007,40,14.2,-30.2,30,1007,40
AL122022 - 1004 18h,14.2,-30.2,285.19,-5.2,30,1007,40,14.6,-30.5,30,1007,50
AL122022 - 1005 00h,14.6,-30.5,282.5,-4.9,30,1007,50,15.0,-30.9,30,1007,60
AL122022 - 1005 06h,15.0,-30.9,289.08,-12.0,30,1007,60,15.3,-31.5,30,1007,60
AL122022 - 1005 12h,15.3,-31.5,277.53,2.0,30,1007,60,16.0,-31.9,30,1007,60
AL122022 - 1005 18h,16.0,-31.9,299.1,-1.8,30,1007,60,17.0,-32.1,30,1007,60
AL122022 - 1006 00h,17.0,-32.1,291.72,-5.0,30,1007,60,17.7,-32.8,30,1007,60
AL122022 - 1006 06h,17.7,-32.8,289.61,-4.6,30,1007,60,18.1,-33.9,30,1008,60
AL122022 - 1006 12h,18.1,-33.9,291.72,-8.6,30,1008,60,18.7,-35.0,30,1009,60
AL132022 - 1006 12h,11.4,-66.5,288.62,-3.18,30,1006,70,11.6,-67.8,30,1005,70
AL132022 - 1006 18h,11.6,-67.8,288.2,-3.32,30,1005,70,11.9,-69.2,30,1004,70
AL132022 - 1007 00h,11.9,-69.2,302.32,-0.1,30,1004,70,12.0,-69.8,30,1004,70
AL142022 - 1011 12h,19.0,-94.1,288.54,-5.5,30,1007,100,19.6,-94.5,35,1006,100
AL142022 - 1011 18h,19.6,-94.5,285.73,-5.8,35,1006,100,20.2,-94.8,35,1005,90
AL142022 - 1012 00h,20.2,-94.8,286.96,11.5,35,1005,90,20.9,-94.9,35,1004,80
AL142022 - 1012 06h,20.9,-94.9,293.25,-5.2,35,1004,80,21.5,-94.8,40,1002,70
AL142022 - 1012 12h,21.5,-94.8,276.51,1.1,40,1002,70,22.0,-94.6,50,1000,60
AL142022 - 1012 18h,22.0,-94.6,276.51,1.1,50,1000,60,22.4,-94.3,50,1000,50
AL142022 - 1013 00h,22.4,-94.3,283.97,8.4,50,1000,50,22.4,-94.3,45,1000,40
AL142022 - 1013 06h,22.4,-94.3,283.97,8.4,45,1000,40,21.9,-94.0,45,1000,40
AL142022 - 1013 12h,21.9,-94.0,283.97,8.4,45,1000,40,21.3,-93.6,40,999,50
AL142022 - 1013 18h,21.3,-93.6,276.14,0.7,40,999,50,20.9,-93.0,40,998,50
AL142022 - 1014 00h,20.9,-93.0,291.27,-10.0,40,998,50,20.3,-92.6,35,997,50
AL142022 - 1014 06h,20.3,-92.6,297.95,-4.6,35,997,50,19.8,-92.6,35,997,50
AL142022 - 1014 12h,19.8,-92.6,297.95,-4.6,35,997,50,19.4,-92.6,35,999,40
AL142022 - 1014 18h,19.4,-92.6,295.88,-5.6,35,999,40,19.0,-92.7,30,1004,40
AL142022 - 1015 00h,19.0,-92.7,298.71,-2.7,30,1004,40,18.7,-92.9,25,1007,40
AL142022 - 1015 06h,18.7,-92.9,298.71,-2.7,25,1007,40,18.5,-93.3,20,1009,40
AL152022 - 1030 18h,15.7,-73.3,294.18,-6.0,35,1005,70,15.7,-74.4,35,1005,70
AL152022 - 1031 00h,15.7,-74.4,293.28,-8.4,35,1005,70,15.6,-75.5,35,1005,70
AL152022 - 1031 06h,15.6,-75.5,287.45,-6.3,35,1005,70,15.5,-76.7,35,1003,70
AL152022 - 1031 12h,15.5,-76.7,286.04,-6.3,35,1003,70,15.5,-77.8,40,1002,70
AL152022 - 1031 18h,15.5,-77.8,288.4,-6.2,40,1002,70,15.6,-78.8,40,1002,50
AL152022 - 1101 00h,15.6,-78.8,284.77,8.3,40,1002,50,15.9,-79.9,40,1003,35
AL152022 - 1101 06h,15.9,-79.9,297.55,-4.4,40,1003,35,16.2,-81.2,45,1002,15
AL152022 - 1101 12h,16.2,-81.2,285.88,9.6,45,1002,15,16.5,-82.5,50,1001,15
AL152022 - 1101 18h,16.5,-82.5,292.91,-6.4,50,1001,15,16.7,-84.1,55,993,15
AL152022 - 1102 00h,16.7,-84.1,284.34,-6.3,55,993,15,17.0,-85.5,60,992,10
AL152022 - 1102 06h,17.0,-85.5,283.3,7.4,60,992,10,17.1,-86.7,70,990,10
AL152022 - 1102 12h,17.1,-86.7,281.53,-0.5,70,990,10,17.3,-87.7,75,988,15
AL152022 - 1102 18h,17.3,-87.7,283.32,-2.04,75,988,15,17.4,-88.3,80,985,15
AL152022 - 1102 21h,17.4,-88.3,283.32,-2.04,80,985,15,17.5,-88.6,65,990,15
AL162022 - 1030 18h,34.2,-64.0,298.0,0.0,40,1006,100,34.6,-63.1,45,1004,90
AL162022 - 1031 00h,34.6,-63.1,287.74,-10.1,45,1004,90,34.9,-62.2,45,1004,80
AL162022 - 1031 06h,34.9,-62.2,297.62,-0.4,45,1004,80,35.0,-61.6,40,1004,70
AL162022 - 1031 12h,35.0,-61.6,297.62,-0.4,40,1004,70,35.0,-60.9,40,1004,60
AL162022 - 1031 18h,35.0,-60.9,297.93,-0.2,40,1004,60,35.1,-59.6,35,1004,50
AL162022 - 1101 00h,35.1,-59.6,292.65,-5.9,35,1004,50,35.2,-57.9,35,1002,40
AL162022 - 1101 06h,35.2,-57.9,279.33,6.6,35,1002,40,35.3,-56.7,40,998,30
AL162022 - 1101 12h,35.3,-56.7,273.88,1.1,40,998,30,35.3,-55.4,45,993,20
AL162022 - 1101 18h,35.3,-55.4,292.9,-2.5,45,993,20,35.1,-54.2,50,991,20
AL162022 - 1102 00h,35.1,-54.2,285.5,-12.6,50,991,20,35.0,-53.0,55,989,30
AL162022 - 1102 06h,35.0,-53.0,297.83,-0.1,55,989,30,35.1,-50.9,65,983,30
AL162022 - 1102 12h,35.1,-50.9,297.21,-0.9,65,983,30,36.1,-48.9,75,974,30
AL162022 - 1102 18h,36.1,-48.9,293.41,-1.6,75,974,30,38.0,-46.4,75,970,30
AL162022 - 1103 00h,38.0,-46.4,276.83,5.9,75,970,30,40.3,-43.6,75,965,35
AL162022 - 1103 06h,40.3,-43.6,271.67,1.2,75,965,35,43.7,-38.8,75,960,35
AL162022 - 1103 12h,43.7,-38.8,273.61,4.3,75,960,35,49.0,-35.3,75,950,40
AL172022 - 1106 12h,20.6,-66.8,301.71,0.5,30,1005,100,22.4,-66.8,35,1005,100
AL172022 - 1106 18h,22.4,-66.8,300.79,-0.3,35,1005,100,23.9,-67.5,35,1005,100
AL172022 - 1107 00h,23.9,-67.5,277.52,2.0,35,1005,100,25.2,-68.2,40,1004,200
AL172022 - 1107 06h,25.2,-68.2,289.02,-11.6,40,1004,200,25.9,-69.3,40,1002,200
AL172022 - 1107 12h,25.9,-69.3,294.6,-5.6,40,1002,200,26.4,-70.3,40,1001,200
AL172022 - 1107 18h,26.4,-70.3,287.5,12.6,40,1001,200,26.8,-70.7,40,998,200
AL172022 - 1108 00h,26.8,-70.7,285.38,10.9,40,998,200,27.5,-71.2,40,996,200
AL172022 - 1108 06h,27.5,-71.2,276.5,1.9,40,996,200,27.7,-72.1,45,993,80
AL172022 - 1108 12h,27.7,-72.1,280.45,5.8,45,993,80,27.6,-73.3,50,991,60
AL172022 - 1108 18h,27.6,-73.3,275.11,1.4,50,991,60,27.2,-74.3,60,984,60
AL172022 - 1109 00h,27.2,-74.3,296.37,-3.1,60,984,60,26.8,-75.3,60,986,60
AL172022 - 1109 06h,26.8,-75.3,287.26,-4.3,60,986,60,26.5,-76.2,55,985,20
AL172022 - 1109 12h,26.5,-76.2,290.3,-5.3,55,985,20,26.5,-77.1,60,985,20
AL172022 - 1109 17h,26.5,-77.1,288.28,-5.1,60,985,20,26.5,-77.3,60,985,20
AL172022 - 1109 18h,26.5,-77.3,288.28,-5.1,60,985,20,26.6,-78.2,65,980,20
AL172022 - 1109 23h,26.6,-78.2,285.86,-3.7,65,980,20,26.7,-78.4,65,980,20
AL172022 - 1110 00h,26.7,-78.4,294.96,-4.5,65,980,20,27.3,-79.8,65,980,20
AL172022 - 1110 06h,27.3,-79.8,299.59,0.6,65,980,20,27.6,-80.3,65,980,20
AL172022 - 1110 07h,27.6,-80.3,299.71,0.3,65,980,20,28.0,-81.6,55,984,110
AL022023 - 0602 00h,27.7,-86.5,296.58,-2.3,30,1006,40,27.3,-86.4,35,1004,40
AL022023 - 0602 06h,27.3,-86.4,297.68,-1.7,35,1004,40,27.0,-86.3,35,1002,40
AL022023 - 0602 12h,27.0,-86.3,297.68,-1.7,35,1002,40,26.7,-86.0,35,1000,40
AL022023 - 0602 18h,26.7,-86.0,297.68,-1.7,35,1000,40,25.9,-85.7,35,998,50
AL022023 - 0603 00h,25.9,-85.7,301.04,0.5,35,998,50,25.0,-85.6,30,999,50
AL022023 - 0603 06h,25.0,-85.6,300.64,0.0,30,999,50,24.4,-85.3,25,1000,40
AL022023 - 0603 12h,24.4,-85.3,299.78,-0.8,25,1000,40,23.9,-85.0,25,1001,40
AL022023 - 0603 18h,23.9,-85.0,299.78,-0.8,25,1001,40,23.5,-84.1,25,1002,40
AL022023 - 0604 00h,23.5,-84.1,301.47,0.8,25,1002,40,23.3,-83.0,25,1002,30
AL032023 - 0619 06h,10.7,-37.3,277.26,1.6,30,1009,60,10.9,-39.1,30,1009,60
AL032023 - 0619 12h,10.9,-39.1,285.26,-4.5,30,1009,60,11.1,-40.9,35,1008,40
AL032023 - 0619 18h,11.1,-40.9,288.01,-4.9,35,1008,40,11.3,-42.7,35,1008,40
AL032023 - 0620 00h,11.3,-42.7,294.34,-2.12,35,1008,40,11.5,-44.5,35,1008,40
AL032023 - 0620 06h,11.5,-44.5,284.86,9.6,35,1008,40,11.7,-46.3,35,1008,40
AL032023 - 0620 12h,11.7,-46.3,288.2,-5.6,35,1008,40,12.0,-48.0,40,1006,30
AL032023 - 0620 18h,12.0,-48.0,287.73,-5.1,40,1006,30,12.4,-49.4,45,1004,30
AL032023 - 0621 00h,12.4,-49.4,293.53,-5.4,45,1004,30,12.7,-50.7,50,1001,20
AL032023 - 0621 06h,12.7,-50.7,293.23,-5.8,50,1001,20,13.0,-52.0,50,1001,20
AL032023 - 0621 12h,13.0,-52.0,292.68,-5.7,50,1001,20,13.3,-53.3,55,1000,20
AL032023 - 0621 18h,13.3,-53.3,293.45,-5.9,55,1000,20,13.4,-54.6,55,999,20
AL032023 - 0622 00h,13.4,-54.6,295.81,-6.1,55,999,20,13.5,-55.9,60,996,20
AL032023 - 0622 06h,13.5,-55.9,295.88,-6.2,60,996,20,13.5,-57.3,60,998,20
AL032023 - 0622 12h,13.5,-57.3,296.01,-6.0,60,998,20,13.4,-58.8,55,1000,30
AL032023 - 0622 18h,13.4,-58.8,275.42,-0.9,55,1000,30,13.3,-60.3,55,1001,30
AL032023 - 0623 00h,13.3,-60.3,286.81,-0.96,55,1001,30,13.3,-61.2,55,1001,30
AL032023 - 0623 03h,13.3,-61.2,286.24,-5.06,55,1001,30,13.3,-62.0,50,1001,30
AL032023 - 0623 06h,13.3,-62.0,290.89,-6.1,50,1001,30,13.2,-63.8,50,1002,30
AL032023 - 0623 12h,13.2,-63.8,294.43,-6.0,50,1002,30,13.1,-65.6,45,1003,30
AL032023 - 0623 18h,13.1,-65.6,294.87,-5.9,45,1003,30,13.0,-67.4,45,1004,30
AL032023 - 0624 00h,13.0,-67.4,288.2,12.3,45,1004,30,13.0,-69.2,40,1005,30
AL032023 - 0624 06h,13.0,-69.2,280.76,4.7,40,1005,30,13.0,-70.9,40,1007,40
AL042023 - 0622 00h,10.4,-39.9,274.4,-1.1,30,1008,50,10.7,-41.1,30,1008,50
AL042023 - 0622 06h,10.7,-41.1,293.45,-7.1,30,1008,50,11.0,-42.3,30,1008,50
AL042023 - 0622 12h,11.0,-42.3,300.8,0.0,30,1008,50,11.3,-43.5,30,1008,50
AL042023 - 0622 18h,11.3,-43.5,296.56,-5.2,30,1008,50,11.5,-44.8,35,1007,40
AL042023 - 0623 00h,11.5,-44.8,299.09,-2.1,35,1007,40,11.8,-46.1,40,1006,40
AL042023 - 0623 06h,11.8,-46.1,294.25,-7.1,40,1006,40,12.2,-47.5,45,1005,40
AL042023 - 0623 12h,12.2,-47.5,297.04,-5.1,45,1005,40,12.8,-48.8,45,1005,40
AL042023 - 0623 18h,12.8,-48.8,293.72,-4.9,45,1005,40,13.6,-50.0,45,1005,40
AL042023 - 0624 00h,13.6,-50.0,300.34,-0.5,45,1005,40,14.6,-51.2,50,1004,30
AL042023 - 0624 06h,14.6,-51.2,286.39,10.8,50,1004,30,15.7,-52.5,50,1004,30
AL042023 - 0624 12h,15.7,-52.5,291.98,-5.7,50,1004,30,16.8,-53.9,50,1005,40
AL042023 - 0624 18h,16.8,-53.9,288.68,-5.8,50,1005,40,18.2,-55.2,45,1006,40
AL042023 - 0625 00h,18.2,-55.2,295.47,-5.75,45,1006,40,19.4,-56.4,45,1007,40
AL042023 - 0625 06h,19.4,-56.4,291.29,-9.6,45,1007,40,20.5,-57.6,40,1009,50
AL042023 - 0625 12h,20.5,-57.6,293.89,-5.4,40,1009,50,21.6,-58.8,40,1010,60
AL042023 - 0625 18h,21.6,-58.8,287.97,12.4,40,1010,60,22.5,-59.9,35,1011,60
AL052023 - 0711 12h,36.5,-55.5,297.69,-0.8,25,1013,180,36.6,-55.0,25,1013,180
AL052023 - 0711 18h,36.6,-55.0,297.76,-0.6,25,1013,180,36.2,-54.4,25,1011,180
AL052023 - 0712 00h,36.2,-54.4,293.03,-5.5,25,1011,180,35.3,-53.6,25,1009,180
AL052023 - 0712 06h,35.3,-53.6,297.19,-1.7,25,1009,180,34.0,-52.6,25,1009,180
AL052023 - 0712 12h,34.0,-52.6,298.67,-0.4,25,1009,180,32.9,-51.9,30,1008,180
AL052023 - 0712 18h,32.9,-51.9,298.53,-0.8,30,1008,180,32.0,-51.0,30,1007,180
AL052023 - 0713 00h,32.0,-51.0,296.12,-3.3,30,1007,180,31.3,-50.2,30,1006,180
AL052023 - 0713 06h,31.3,-50.2,295.88,-4.1,30,1006,180,31.2,-48.7,35,1004,150
AL052023 - 0713 12h,31.2,-48.7,295.75,-3.7,35,1004,150,31.7,-47.3,40,1003,90
AL052023 - 0713 18h,31.7,-47.3,294.97,-3.2,40,1003,90,32.5,-46.7,45,1002,60
AL052023 - 0714 00h,32.5,-46.7,297.53,-1.1,45,1002,60,32.9,-46.8,45,1002,50
AL052023 - 0714 06h,32.9,-46.8,288.39,-10.2,45,1002,50,33.4,-47.0,40,1004,40
AL052023 - 0714 12h,33.4,-47.0,288.39,-10.2,40,1004,40,33.8,-47.2,40,1004,30
AL052023 - 0714 18h,33.8,-47.2,284.06,11.5,40,1004,30,34.3,-47.2,40,1004,30
AL052023 - 0715 00h,34.3,-47.2,295.61,-2.6,40,1004,30,35.3,-47.7,40,1005,30
AL052023 - 0715 06h,35.3,-47.7,283.49,11.1,40,1005,30,36.2,-48.4,40,1006,30
AL052023 - 0715 12h,36.2,-48.4,295.85,-2.0,40,1006,30,37.1,-48.7,35,1007,30
AL052023 - 0715 18h,37.1,-48.7,291.76,-5.7,35,1007,30,37.8,-48.8,35,1007,40
AL052023 - 0716 00h,37.8,-48.8,291.41,-6.1,35,1007,40,38.4,-48.7,35,1007,50
AL052023 - 0716 06h,38.4,-48.7,291.41,-6.1,35,1007,50,38.9,-48.5,30,1009,60
AL052023 - 0716 12h,38.9,-48.5,293.81,-3.1,30,1009,60,39.4,-47.5,30,1010,60
AL052023 - 0716 18h,39.4,-47.5,293.81,-3.1,30,1010,60,39.5,-46.4,30,1010,60
AL052023 - 0717 00h,39.5,-46.4,293.65,-4.0,30,1010,60,39.3,-45.0,30,1010,60
AL052023 - 0717 06h,39.3,-45.0,290.59,-6.7,30,1010,60,38.9,-43.6,30,1010,60
AL052023 - 0717 12h,38.9,-43.6,293.69,-3.1,30,1010,60,38.4,-42.2,30,1010,60
AL052023 - 0717 18h,38.4,-42.2,295.08,-1.7,30,1010,60,37.8,-40.9,35,1008,60
AL052023 - 0718 00h,37.8,-40.9,278.03,6.6,35,1008,60,36.8,-39.9,35,1008,60
AL052023 - 0718 06h,36.8,-39.9,290.68,-6.7,35,1008,60,36.0,-39.4,35,1008,60
AL052023 - 0718 12h,36.0,-39.4,293.46,-4.4,35,1008,60,35.3,-39.2,35,1008,60
AL052023 - 0718 18h,35.3,-39.2,292.6,-5.5,35,1008,60,34.6,-39.1,35,1008,50
AL052023 - 0719 00h,34.6,-39.1,295.42,-2.4,35,1008,50,34.2,-39.1,35,1008,50
AL052023 - 0719 06h,34.2,-39.1,295.79,-2.5,35,1008,50,33.9,-39.3,35,1008,50
AL052023 - 0719 12h,33.9,-39.3,295.79,-2.5,35,1008,50,33.8,-39.9,40,1005,40
AL052023 - 0719 18h,33.8,-39.9,295.39,-2.6,40,1005,40,33.8,-40.6,45,1001,30
AL052023 - 0720 00h,33.8,-40.6,295.99,-2.5,45,1001,30,34.0,-41.3,45,1001,20
AL052023 - 0720 06h,34.0,-41.3,295.99,-2.5,45,1001,20,34.3,-42.2,40,1004,20
AL052023 - 0720 12h,34.3,-42.2,296.39,-2.3,40,1004,20,34.5,-43.3,40,1004,20
AL052023 - 0720 18h,34.5,-43.3,295.7,-2.3,40,1004,20,34.6,-44.2,40,1004,20
AL052023 - 0721 00h,34.6,-44.2,297.04,-0.5,40,1004,20,35.0,-45.1,40,1004,20
AL052023 - 0721 06h,35.0,-45.1,296.98,-0.4,40,1004,20,35.4,-46.0,45,1001,20
AL052023 - 0721 12h,35.4,-46.0,296.85,-1.0,45,1001,20,36.2,-47.0,45,1001,20
AL052023 - 0721 18h,36.2,-47.0,295.42,-2.0,45,1001,20,36.9,-48.2,45,1001,20
AL052023 - 0722 00h,36.9,-48.2,296.09,-1.0,45,1001,20,37.7,-49.3,45,1001,20
AL052023 - 0722 06h,37.7,-49.3,287.4,-10.2,45,1001,20,38.5,-49.9,55,995,20
AL052023 - 0722 12h,38.5,-49.9,288.59,-10.0,55,995,20,39.5,-50.1,65,986,10
AL052023 - 0722 18h,39.5,-50.1,295.97,-2.8,65,986,10,40.7,-49.9,65,986,10
AL052023 - 0723 00h,40.7,-49.9,299.78,0.6,65,986,10,42.0,-49.4,60,989,20
AL052023 - 0723 06h,42.0,-49.4,295.72,0.22,60,989,20,43.3,-48.5,55,992,20
AL052023 - 0723 12h,43.3,-48.5,294.43,0.52,55,992,20,44.7,-47.3,50,996,20
AL052023 - 0723 18h,44.7,-47.3,293.58,1.54,50,996,20,45.9,-45.7,45,1002,30
AL052023 - 0724 00h,45.9,-45.7,274.76,8.3,45,1002,30,46.7,-44.1,40,1005,30
AL062023 - 0819 00h,14.7,-46.6,273.11,-2.9,30,1008,70,15.4,-47.8,30,1007,60
AL062023 - 0819 06h,15.4,-47.8,286.07,9.8,30,1007,60,16.1,-48.8,30,1006,40
AL062023 - 0819 12h,16.1,-48.8,294.14,-5.9,30,1006,40,16.6,-49.9,30,1006,40
AL062023 - 0819 18h,16.6,-49.9,295.74,-5.8,30,1006,40,16.9,-51.1,30,1006,40
AL062023 - 0820 00h,16.9,-51.1,293.04,-6.0,30,1006,40,16.8,-52.3,30,1006,40
AL062023 - 0820 06h,16.8,-52.3,288.98,-6.2,30,1006,40,16.7,-53.3,35,1005,40
AL062023 - 0820 12h,16.7,-53.3,288.68,-6.2,35,1005,40,16.6,-54.2,35,1005,40
AL062023 - 0820 18h,16.6,-54.2,288.71,-6.2,35,1005,40,16.6,-55.1,35,1005,40
AL062023 - 0821 00h,16.6,-55.1,294.36,-6.3,35,1005,40,16.6,-55.9,35,1005,40
AL062023 - 0821 06h,16.6,-55.9,294.46,-6.4,35,1005,40,16.7,-56.6,30,1006,50
AL062023 - 0821 12h,16.7,-56.6,285.6,-2.76,30,1006,50,16.9,-57.2,25,1006,50
AL062023 - 0821 18h,16.9,-57.2,285.6,-2.76,25,1006,50,17.0,-57.9,25,1006,50
AL062023 - 0822 00h,17.0,-57.9,295.02,-6.4,25,1006,50,17.1,-58.7,25,1007,50
AL062023 - 0822 06h,17.1,-58.7,275.72,-1.1,25,1007,50,17.4,-59.5,25,1008,50
AL062023 - 0822 12h,17.4,-59.5,290.39,-12.3,25,1008,50,17.7,-60.1,25,1008,50
AL062023 - 0822 18h,17.7,-60.1,297.93,-4.3,25,1008,50,18.1,-60.2,25,1008,50
